"","orf_name","quality","protogene","barflex_space","overexpression_relative_fitness","overexpression_competitive_fitness","expr_level","Length","percent_disorder","overlap","loss_fitness","no_helices_TMHMM","no_helices_PHOBIUS","GC","percent_phobius","percent_tmhmm","strain_goodalign","strained_conserved_orf","strain_pi"
"3553","YKL095W","Verified","Established ORFs","yes","decreased",0.592,1.37523341376047,837,0.834532,0,0.906966666666667,0,0,0.402,0,0,1962,1962,0.00492759
"3554","YKL096C-B","Uncharacterized","Emerging ORFs","yes","unchanged",NA,-1.13631415585212,150,0.571429,0,1.038,1,1,0.259,0.346938775510204,0.304081632653061,1926,575,0.00440261
"3555","YKL096W","Verified","Established ORFs","yes","unchanged",0.39,2.57968638590164,720,0.76569,0,1.043,0,0,0.462,0,0.00359832635983264,1904,1804,0.00466071
"3556","YKL096W-A","Verified","Established ORFs","yes","unchanged",-0.077,5.63773169952763,279,0.793478,0,1.0195,0,0,0.511,0,0.161739130434783,1958,1958,0.0067909
"3557","YKL097C","Dubious","Emerging ORFs","no",NA,NA,-1.26940060964839,411,0.0661765,0,1.0305,0,2,0.527,0.257352941176471,0.0669852941176471,1194,776,0.00432717
"3558","YKL098W","Uncharacterized","Established ORFs","yes","unchanged",0.343,2.21156569460688,1074,0.288515,0,0.993,0,0,0.44,0,0,1966,1966,0.00244711
"3559","YKL099C","Verified","Established ORFs","no",NA,NA,4.07116122676644,753,0.988,0,NA,0,0,0.391,0,0,2020,2020,0.00100151
"3560","YKL100C","Uncharacterized","Established ORFs","yes","decreased",-2.128,2.48898166894114,1764,0.247019,1,1.0163,7,9,0.368,0.316865417376491,0.291993185689949,1988,1980,0.00410638
"3561","YKL101W","Verified","Established ORFs","no",NA,NA,1.35789488659819,4557,0.782609,0,1.0083,0,0,0.385,0,3.95256916996047e-05,1940,1929,0.00489946
"3562","YKL102C","Dubious","Emerging ORFs","no",NA,NA,-1.67664666212755,306,0.257426,0,1.0195,0,0,0.426,0,0.0374257425742574,1796,1635,0.00565665
"3563","YKL103C","Verified","Established ORFs","yes","decreased",-0.653,1.01450577937111,1545,0.282101,0,1.012,0,0,0.44,0,0,1988,1988,0.00374022
"3564","YKL104C","Verified","Established ORFs","yes","decreased",-0.013,2.65682707969107,2154,0.168759,0,0.896933333333333,0,0,0.389,0,9.7629009762901e-05,1988,1964,0.00260288
"3565","YKL105C","Uncharacterized","Established ORFs","no",NA,NA,0.361861470626032,3399,0.970848,0,0.9972,0,0,0.408,0,0,594,574,0.00600474
"3566","YKL106C-A","Uncharacterized","Emerging ORFs","yes","unchanged",-0.535,-0.596020469829223,120,0.358974,0,0.941,0,0,0.444,0,0,2000,1985,0.0067342
"3567","YKL106W","Verified","Established ORFs","yes","decreased",-0.866,3.19175125747154,1356,0.152993,0,0.9752,0,0,0.387,0,0.00452328159645233,1994,1994,0.00343649
"3568","YKL107W","Uncharacterized","Established ORFs","yes","unchanged",0.089,-1.20397280432594,930,0.252427,0,0.975,0,0,0.422,0,0.0132038834951456,2002,1996,0.00517708
"3569","YKL108W","Verified","Established ORFs","yes","unchanged",-0.849,1.6417114729844,1362,0.896247,0,NA,0,0,0.405,0,0,1088,1086,0.00794213
"3570","YKL109W","Verified","Established ORFs","yes","decreased",-1.639,0.518793793415168,1665,0.940433,0,0.8635,0,0,0.382,0,0,664,568,0.00521796
"3571","YKL110C","Verified","Established ORFs","no",NA,NA,3.0490360455763,942,0.319489,0,0.838,0,0,0.398,0,0,1554,1553,0.00190686
"3572","YKL112W","Verified","Established ORFs","no",NA,NA,1.8229350866965,2196,0.772914,1,0.87795,0,0,0.396,0,1.36798905608755e-05,1974,1974,0.00529799
"3573","YKL113C","Verified","Established ORFs","no",NA,NA,3.2468411251499,1149,0.445026,0,0.8165,0,0,0.401,0,5.23560209424084e-05,1994,1994,0.00355189
"3574","YKL114C","Verified","Established ORFs","no",NA,NA,3.19417321222783,1104,0.392371,0,1.021,0,0,0.386,0,0.000299727520435967,1714,1704,0.00209586
"3575","YKL115C","Dubious","Emerging ORFs","yes","unchanged",0.384,1.52866160240681,393,0.146154,1,1.0045,1,1,0.359,0.192307692307692,0.223,496,180,0.00576712
"3576","YKL116C","Verified","Established ORFs","yes","decreased",-0.742,1.43413169053405,1557,0.444015,1,0.988,0,0,0.396,0,0,2000,2000,0.00369577
"3577","YKL117W","Verified","Established ORFs","yes","unchanged",-0.039,4.37177425820953,651,0.541667,0,1.0157,0,0,0.409,0,0.000185185185185185,1786,1772,0.00435044
"3578","YKL118W","Dubious","Emerging ORFs","yes","decreased",NA,-1.57987911019256,312,0.0873786,1,NA,1,2,0.327,0.378640776699029,0.287281553398058,1998,1916,0.00622026
"3579","YKL119C","Verified","Established ORFs","yes","unchanged",NA,3.30977629618383,648,0.47907,1,NA,2,2,0.364,0.195348837209302,0.199906976744186,2002,1997,0.00482052
"3580","YKL120W","Verified","Established ORFs","yes","decreased",-0.308,4.24034785634194,975,0.104938,0,1.035,1,2,0.392,0.123456790123457,0.139969135802469,1784,1784,0.00298382
"3581","YKL121W","Uncharacterized","Established ORFs","no",NA,NA,0.680568398353085,2559,0.434272,0,0.956,0,0,0.381,0,2.34741784037559e-05,1970,1963,0.0039808
"3582","YKL122C","Verified","Established ORFs","yes","unchanged",0.208,3.57995704688975,504,0.874251,0,NA,0,0,0.363,0,0,2006,1989,0.00412923
"3583","YKL123W","Dubious","Emerging ORFs","yes","unchanged",0.375,1.32282193816432,381,0.261905,1,0.989,0,1,0.331,0.150793650793651,0.257539682539683,2006,1973,0.00292994
"3584","YKL124W","Verified","Established ORFs","yes","unchanged",-0.142,1.21876288979857,1740,0.431779,1,0.9327,1,1,0.387,0.0414507772020725,0.0524006908462867,1992,1991,0.00365442
"3585","YKL125W","Verified","Established ORFs","yes","unchanged",NA,3.04984159920102,1884,0.346092,0,0.794633333333333,0,0,0.379,0,0.00087719298245614,1974,1972,0.00431933
"3586","YKL126W","Verified","Established ORFs","yes","unchanged",-0.91,2.79337126142231,2043,0.295588,0,NA,0,0,0.381,0,0.000191176470588235,2004,2004,0.00292618
"3587","YKL127W","Verified","Established ORFs","yes","unchanged",0.244,2.89408706979179,1713,0.150877,0,0.9752,0,0,0.41,0,0.000157894736842105,1920,1911,0.00460922
"3588","YKL128C","Verified","Established ORFs","yes","decreased",-0.063,3.63334031677317,888,0.125424,0,1.007,0,0,0.437,0,3.38983050847458e-05,1924,1923,0.00710159
"3589","YKL129C","Verified","Established ORFs","no",NA,NA,0.251536625815428,3816,0.402046,0,1.0095,0,0,0.392,0,0.00285601888276947,40,40,0.00420174
"3590","YKL130C","Verified","Established ORFs","yes","unchanged",0.314,2.59016716044549,741,0.121951,0,1.0122,0,0,0.378,0,0.000975609756097561,2008,2008,0.00365254
"3591","YKL131W","Dubious","Emerging ORFs","no",NA,NA,-1.25526609871349,522,0.0635838,1,1.0285,0,0,0.387,0,0.0373410404624277,2012,1966,0.00393801
"3592","YKL132C","Verified","Established ORFs","yes","unchanged",-0.416,1.43532259218725,1293,0.0860465,1,1.023,0,0,0.401,0,0.00195348837209302,1804,1786,0.00591453
"3593","YKL133C","Uncharacterized","Established ORFs","yes","unchanged",NA,1.40167546315819,1392,0.323974,0,1.0312,1,1,0.364,0.041036717062635,0.0446868250539957,1990,1987,0.00437718
"3594","YKL134C","Verified","Established ORFs","no",NA,NA,1.30562645805244,2313,0.183117,0,NA,0,0,0.375,0,2.5974025974026e-05,1988,1983,0.0031928
"3595","YKL135C","Verified","Established ORFs","yes","unchanged",0.293,2.47106124296595,2181,0.260331,1,0.923,0,0,0.37,0,2.75482093663912e-05,1972,1968,0.00243464
"3596","YKL136W","Dubious","Emerging ORFs","no",NA,NA,1.22141971792966,399,0.727273,1,0.959,0,3,0.366,0.46969696969697,0.0620454545454545,2004,2003,0.00562225
"3597","YKL137W","Uncharacterized","Established ORFs","yes","decreased",0.633,3.36176331241675,336,0.702703,0,0.9175,0,0,0.366,0,0,2014,2014,0.00571746
"3598","YKL138C","Verified","Established ORFs","yes","decreased",0.184,3.02931210681719,396,0.519084,0,0.529,0,0,0.379,0,0.000152671755725191,2010,2010,0.00319675
"3599","YKL138C-A","Verified","Established ORFs","yes","unchanged",0.005,3.14643415596748,210,0.507246,0,NA,0,0,0.377,0,0.0168115942028986,2016,2016,0.00247496
"3600","YKL139W","Verified","Established ORFs","yes","unchanged",-0.453,2.04212900679586,1587,0.420455,0,0.7625,0,0,0.362,0,1.89393939393939e-05,1930,1928,0.00267872
"3601","YKL140W","Verified","Established ORFs","yes","decreased",-0.076,2.71210862122971,1647,0.277372,0,1.0395,0,1,0.375,0.0346715328467153,0.0133576642335766,1994,1988,0.00279248
"3602","YKL141W","Verified","Established ORFs","no",NA,NA,2.98845586458321,597,0.363636,0,NA,3,3,0.419,0.328282828282828,0.319141414141414,1986,1985,0.00794052
"3603","YKL142W","Verified","Established ORFs","yes","unchanged",-0.068,3.49696200364653,660,0.748858,0,1.0275,0,0,0.39,0,0,2014,2012,0.00206085
"3604","YKL143W","Verified","Established ORFs","no",NA,NA,3.24388058385777,1392,0.812095,0,NA,0,0,0.389,0,0,1998,1990,0.00432976
"3605","YKL144C","Verified","Established ORFs","yes","decreased",1.124,3.5259192507986,639,0.254717,0,0.8687,0,0,0.387,0,0.000141509433962264,2004,2004,0.00360431
"3606","YKL145W","Verified","Established ORFs","yes","decreased",-0.215,3.95097445156309,1404,0.385439,1,0.5354,0,0,0.415,0,0,1998,1998,0.00238805
"3607","YKL146W","Verified","Established ORFs","yes","decreased",NA,1.91692261218206,2079,0.380058,1,1.008,10,11,0.453,0.32514450867052,0.327182080924856,1964,1950,0.0042044
"3608","YKL147C","Dubious","Emerging ORFs","yes","unchanged",0.254,-2.3538783873816,618,0.341463,1,1.0635,0,3,0.454,0.263414634146341,0.228048780487805,1916,790,0.00669936
"3609","YKL148C","Verified","Established ORFs","yes","unchanged",0.262,0.207826847202316,1923,0.2625,0,0.9647,0,0,0.458,0,4.6875e-05,1994,1994,0.00265883
"3610","YKL149C","Verified","Established ORFs","yes","decreased",-0.432,2.2490788254709,1218,0.202469,0,0.9387,0,0,0.381,0,0.00254320987654321,1978,1973,0.00385311
"3611","YKL150W","Verified","Established ORFs","yes","unchanged",-0.094,2.76757618041624,1053,0.258278,0,1.0235,1,1,0.415,0.0629139072847682,0.0638741721854305,1996,1994,0.00397092
"3612","YKL151C","Uncharacterized","Established ORFs","yes","decreased",-0.065,2.47754629538171,1014,0.267062,0,1.007,0,0,0.433,0,2.9673590504451e-05,1982,1982,0.00357509
"3613","YKL152C","Verified","Established ORFs","yes","unchanged",-0.649,7.37337493765624,744,0.368421,1,NA,0,0,0.448,0,0,2016,2016,0.000491188
"3614","YKL153W","Dubious","Emerging ORFs","yes","unchanged",0.745,0.0256677467485776,510,0.218935,1,NA,0,0,0.446,0,0.00686390532544379,2016,2011,0.00060814
"3615","YKL154W","Verified","Established ORFs","yes","unchanged",NA,3.44871689763013,735,0.364754,0,0.9041,1,0,0.376,0,0.0819672131147541,2012,2012,0.00309536
"3616","YKL155C","Verified","Established ORFs","yes","unchanged",-0.858,1.83561685229183,1887,0.366242,0,0.5055,0,0,0.378,0,0,1996,1996,0.00398436
"3617","YKL156W","Verified","Established ORFs","no",NA,NA,5.52121288710516,599,0.390244,1,0.956,0,0,0.431,0,0.000121951219512195,1980,0,0.0027667
"3618","YKL157W","Verified","Established ORFs","yes","unchanged",NA,2.20860402952315,3191,0.152941,0,1.026,0,0,0.394,0,0.000224598930481283,1988,0,0.00333212
"3619","YKL159C","Verified","Established ORFs","yes","decreased",0.144,0.758934921097948,636,0.49763,0,1.0225,0,0,0.387,0,0,2004,1999,0.00174255
"3620","YKL160W","Verified","Established ORFs","yes","decreased",0.895,3.91701054693918,438,0.786207,0,0.9507,0,0,0.405,0,0,2012,2007,0.00196942
"3621","YKL161C","Verified","Established ORFs","yes","unchanged",0.375,1.31614010119668,1302,0.237875,0,1.0003,0,0,0.377,0,0.000300230946882217,1990,8,0.00455582
"3622","YKL162C","Uncharacterized","Established ORFs","yes","decreased",-1.415,0.0769610411361282,1209,0.273632,0,1.0245,0,0,0.363,0,0,1996,1956,0.00582388
"3623","YKL162C-A","Dubious","Established ORFs","no",NA,NA,0.880870786642895,153,0.3,0,NA,0,0,0.433,0,0.0052,1998,1970,0.00627183
"3624","YKL163W","Verified","Established ORFs","yes","unchanged",0.151,0.661140384424859,978,0.683077,0,1.0172,0,0,0.461,0,0.00141538461538462,102,102,0.00324051
"3625","YKL164C","Verified","Established ORFs","yes","unchanged",0.053,3.58462943274014,1026,0.659824,0,1.015,0,0,0.457,0,0.0012316715542522,1328,1280,0.00544061
"3626","YKL165C","Verified","Established ORFs","yes","decreased",-4.067,1.70765295993106,2760,0.078346,0,1.014,14,14,0.361,0.325353645266594,0.331762785636561,1978,1962,0.00267283
"3627","YKL165C-A","Dubious","Emerging ORFs","no",NA,NA,2.64851248838601,234,0.324675,0,NA,0,1,0.372,0.220779220779221,0.0685714285714286,2000,1928,0.00534049
"3628","YKL166C","Verified","Established ORFs","yes","decreased",-4.615,3.2735533861589,1197,0.30402,0,0.993133333333333,0,0,0.397,0,0.00221105527638191,2002,1996,0.00169465
"3629","YKL167C","Verified","Established ORFs","yes","decreased",0.007,3.10655782864288,414,0.357664,0,0.862,0,0,0.365,0,7.2992700729927e-05,2014,2014,0.00333937
"3630","YKL168C","Verified","Established ORFs","no",NA,0.346,1.32148913775377,2175,0.54558,0,1.0112,0,0,0.401,0,0.00283149171270718,1980,1964,0.00580296
"3631","YKL170W","Verified","Established ORFs","yes","unchanged",0.211,3.34017267982438,417,0.0652174,1,0.70675,0,0,0.408,0,0,2014,2014,0.00363727
"3632","YKL171W","Uncharacterized","Established ORFs","yes","decreased",NA,0.219938420365261,2787,0.612069,0,1.0095,0,1,0.406,0.0183189655172414,0.000193965517241379,1978,1952,0.0036038
"3633","YKL172W","Verified","Established ORFs","yes","decreased",0.054,3.94276557276266,1284,0.88993,0,0.6489,0,0,0.396,0,0,1856,1036,0.00369839
"3634","YKL173W","Verified","Established ORFs","no",NA,NA,1.42935385058034,3027,0.256944,0,0.86234,0,0,0.382,0,7.93650793650794e-05,1980,1978,0.00686768
"3635","YKL174C","Verified","Established ORFs","yes","unchanged",NA,2.60224514220523,1857,0.195793,0,1.0127,12,12,0.383,0.414239482200647,0.412022653721683,1990,1974,0.00387635
"3636","YKL175W","Verified","Established ORFs","no",NA,NA,2.34276688262688,1512,0.55666,0,1.0155,8,7,0.423,0.298210735586481,0.315208747514911,1988,1988,0.00444831
"3637","YKL176C","Verified","Established ORFs","yes","decreased",-0.328,2.22354188565359,2487,0.414251,0,0.8865,0,2,0.394,0.0458937198067633,0.000628019323671498,1974,1973,0.00361054
"3638","YKL177W","Dubious","Established ORFs","yes","unchanged",0.099,-0.0314906670913708,339,0.285714,1,0.9955,0,0,0.378,0,0.0495535714285714,2000,1998,0.00362573
"3639","YKL178C","Verified","Established ORFs","yes","unchanged",0.617,0.0676586484738147,1413,0.234043,1,0.9955,7,5,0.379,0.231914893617021,0.31668085106383,1998,1998,0.00333951
"3640","YKL179C","Verified","Established ORFs","yes","decreased",-2.317,2.72634842938359,2040,0.870398,0,0.988,1,1,0.369,0.0309278350515464,0.033460972017673,1992,1992,0.00563497
"3641","YKL180W","Verified","Established ORFs","yes","unchanged",NA,4.65265473630981,861,0.456522,0,NA,0,0,0.438,0,0,1660,0,0.00448394
"3642","YKL181W","Verified","Established ORFs","yes","decreased",NA,4.7163984526738,1284,0.290398,0,NA,0,0,0.418,0,0.0118969555035129,2000,1999,0.00254372
"3643","YKL182W","Verified","Established ORFs","yes","decreased",-0.749,2.74122704579677,6156,0.129205,0,NA,0,0,0.4,0,0.00101901511457825,1970,1970,0.00216608
"3644","YKL183C-A","Uncharacterized","Emerging ORFs","yes","increased",0.324,0.277631736598279,213,0.242857,0,1.0295,1,1,0.319,0.385714285714286,0.332,2000,1976,0.00886829
"3645","YKL183W","Verified","Established ORFs","yes","unchanged",-0.713,3.27135441651333,921,0.411765,0,1.0263,0,0,0.483,0,0.0400326797385621,2000,2000,0.00292698
"3646","YKL184W","Verified","Established ORFs","yes","unchanged",-0.427,2.52844495180248,1401,0.150215,0,0.5847,0,0,0.398,0,0.000257510729613734,1980,1980,0.00661671
"3647","YKL185W","Verified","Established ORFs","yes","decreased",NA,2.55497671866724,1767,0.865646,0,1.0505,0,0,0.402,0,0,1990,1988,0.00297982
"3648","YKL186C","Verified","Established ORFs","yes","decreased",-0.207,3.58193435032587,722,0.331522,0,NA,0,0,0.424,0,0.00141304347826087,2012,2012,0.0010846
"3649","YKL187C","Uncharacterized","Established ORFs","yes","unchanged",0.104,-0.366725279792234,2253,0.493333,0,0.9845,4,4,0.434,0.129333333333333,0.128253333333333,1748,1745,0.00567563
"3650","YKL188C","Verified","Established ORFs","yes","decreased",-0.675,0.755652385911342,2562,0.307151,0,1.0312,0,0,0.368,0,0.0735521688159437,1986,1972,0.00373484
"3651","YKL189W","Verified","Established ORFs","yes","unchanged",0.538,1.69046475107647,1200,0.218045,0,0.9813,0,0,0.361,0,0.000175438596491228,2004,2002,0.00404396
"3652","YKL190W","Verified","Established ORFs","no",NA,NA,3.40946312607919,604,0.44,0,0.9643,0,0,0.411,0,5.71428571428571e-05,2010,0,0.00353554
"3653","YKL191W","Verified","Established ORFs","yes","unchanged",0.223,2.40739545734639,1605,0.249064,0,1.007,0,0,0.458,0,0.000674157303370786,1948,1948,0.00755801
"3654","YKL192C","Verified","Established ORFs","yes","decreased",0.259,2.83280149455197,378,0.336,0,NA,0,0,0.451,0,0.00024,2018,2018,0.00361751
"3655","YKL193C","Verified","Established ORFs","yes","decreased",-2.215,2.19744677487074,1017,0.434911,0,1.01716666666667,0,0,0.358,0,0,1978,1973,0.00552112
"3656","YKL194C","Verified","Established ORFs","yes","decreased",-0.12,1.73747926231498,1389,0.238095,0,NA,0,0,0.391,0,8.65800865800866e-05,1992,1992,0.00696189
"3657","YKL195W","Verified","Established ORFs","yes","unchanged",0.606,3.30933790798406,1212,0.843672,0,0.9395,1,1,0.414,0.0446650124069479,0.0455086848635236,1940,1925,0.00431003
"3658","YKL196C","Verified","Established ORFs","yes","unchanged",-0.267,4.35374289419548,603,0.32,0,0.832466666666667,0,0,0.392,0,0,2014,2013,0.00254186
"3659","YKL197C","Verified","Established ORFs","yes","decreased",0.061,0.451075619360217,3132,0.216683,0,0.8953,0,0,0.394,0,5.75263662511985e-05,1970,1964,0.00559138
"3660","YKL198C","Verified","Established ORFs","no",NA,NA,0.998423561412677,1950,0.474576,0,1.044,0,0,0.519,0,0.000292758089368259,0,0,0.00744951
"3661","YKL201C","Verified","Established ORFs","yes","unchanged",0.055,0.675492245321225,3537,0.410017,1,1.0072,1,1,0.382,0.0144312393887946,0.0162733446519525,462,278,0.0055103
"3662","YKL202W","Dubious","Emerging ORFs","yes","unchanged",1.892,-2.33304430047875,582,0.891192,1,1.0245,0,3,0.364,0.300518134715026,0.0136787564766839,446,340,0.00889455
"3663","YKL203C","Verified","Established ORFs","no",NA,NA,0.29416103854949,7425,0.174212,0,0.73675,0,0,0.384,0,0.000472918350848828,1964,1956,0.00251728
"3664","YKL204W","Verified","Established ORFs","yes","decreased",0.658,1.24328966670289,1899,0.952532,0,0.629,0,0,0.409,0,0,2000,1994,0.00346939
"3665","YKL205W","Verified","Established ORFs","no",NA,NA,2.24928979593582,3303,0.0945455,0,0.961,0,0,0.337,0,0.000109090909090909,1984,1983,0.00376211
"3666","YKL206C","Verified","Established ORFs","yes","unchanged",-0.137,2.61556934830804,804,0.123596,0,1.0388,0,0,0.411,0,0.000187265917602996,2010,2010,0.00202915
"3667","YKL207W","Uncharacterized","Established ORFs","no",NA,1.687,3.95949801945233,762,0.304348,0,1.024,3,3,0.437,0.237154150197628,0.24802371541502,2000,1999,0.00512736
"3668","YKL208W","Verified","Established ORFs","yes","unchanged",-0.55,2.65752853875463,816,0.225092,0,0.9018,0,0,0.424,0,0,1986,1986,0.00685046
"3669","YKL209C","Verified","Established ORFs","yes","decreased",-0.225,2.92052369595624,3873,0.122481,0,1.0265,10,12,0.378,0.192248062015504,0.183488372093023,1970,1941,0.00674657
"3670","YKL210W","Verified","Established ORFs","yes","decreased",-0.468,2.98305222039662,3075,0.230469,0,0.98205,0,0,0.406,0,0.003095703125,1974,1971,0.00577255
"3671","YKL211C","Verified","Established ORFs","yes","unchanged",0.773,3.21084365317094,1455,0.142562,0,1.0303,0,0,0.433,0,8.26446280991736e-05,1974,1077,0.00631921
"3672","YKL212W","Verified","Established ORFs","yes","unchanged",0.07,3.57845056034455,1872,0.134831,0,0.514,2,2,0.41,0.0626003210272873,0.0660032102728732,1998,1998,0.00358631
"3673","YKL213C","Verified","Established ORFs","yes","decreased",NA,2.57223047795968,2148,0.181818,0,0.9183,0,0,0.398,0,1.3986013986014e-05,1946,1929,0.00315983
